"rfid_id","qr_id","rfid_id_box","rfid_id_pallet","prod_id","location_id","antenna_id_prod","antenna_id_box","antenna_id_pallet","timestamp_prod","timestamp_box","timestamp_pallet","lote_prod","nperbox","nperpallet","tag_goodread","tag_loc_goodread"
"26C24D00138425C3435A72DF","703C3C24D7DF0159","B395B08BE848F1BE3DA552A5","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645585325,1645446609,1645674799,"2343",10,10,"Y","Y"
"2160286FA45627F3460D38CA","75319809DEADCD1C","B395B08BE848F1BE3DA552A5","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645584124,1645446609,1645674799,"2343",10,10,"Y","Y"
"6D61A10BC4F76775186A7772","B3D72A9B3F718D08","B395B08BE848F1BE3DA552A5","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645582923,1645446609,1645674799,"2343",10,10,"Y","Y"
"4A8C83B52699D1A68FC8BAE3","FEEE455299200648","B395B08BE848F1BE3DA552A5","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645581722,1645446609,1645674799,"2343",10,10,"Y","Y"
"537CBD0B1CA8DAEBB7CE323C","63020B4328A0D0CC","B395B08BE848F1BE3DA552A5","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645580521,1645446609,1645674799,"2343",10,10,"Y","Y"
"917D9F4A4A0F959371842A2E","0F202D6F5AF5519D","B395B08BE848F1BE3DA552A5","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645579320,1645446609,1645674799,"2343",10,10,"Y","Y"
"7FE91AABB3084D64DCC97416","57F98A51A3A793C9","B395B08BE848F1BE3DA552A5","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645578119,1645446609,1645674799,"2343",10,10,"Y","Y"
"480E11156C2CD5903A0C2DC3","743D61E8F3D1CDCD","ABE401AA7F4535760963D858","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645576918,1645446609,1645674799,"2343",10,10,"Y","Y"
"A9CFF2C8C89A026F50D95334","193F51ACA4323499","ABE401AA7F4535760963D858","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645575717,1645434599,1645674799,"2343",10,10,"Y","Y"
"C5338222DD2D77F99668C505","45F86003CE108CDF","ABE401AA7F4535760963D858","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645574516,1645434599,1645674799,"2343",10,10,"Y","Y"
"6ABDDEC21DFEACE1F7F64864","3AB0412BD130B842","ABE401AA7F4535760963D858","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645573315,1645434599,1645674799,"2343",10,10,"Y","Y"
"02193E7333E464954B1519CA","4FA81CAAA1C01C55","ABE401AA7F4535760963D858","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645572114,1645434599,1645674799,"2343",10,10,"Y","Y"
"7CF2136AF60544D8A4C10B4E","241537C1BA4F945D","FA28AB4ECF2C4B8558A897CC","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645604541,1645470629,1645674799,"2343",10,10,"Y","Y"
"1FAFECB8B2DEBAF0CB88D9A3","BC2EEC07405E8D0C","ABE401AA7F4535760963D858","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645570913,1645434599,1645674799,"2343",10,10,"Y","Y"
"0E3B007B329EC4AD2C8698D7","CB297CA08DB6E884","FA28AB4ECF2C4B8558A897CC","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645605742,1645470629,1645674799,"2343",10,10,"Y","Y"
"B2A319D858FE0B12DA2BD8AD","A7041AAB23D2183C","FA28AB4ECF2C4B8558A897CC","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645608144,1645470629,1645674799,"2343",10,10,"Y","Y"
"DDFAE597999C1D430AD6C865","EA3357055F7B2550","C38B86608574666A7BD40C09","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645640571,1645494649,1645674799,"2343",10,10,"Y","Y"
"DC7A9EC78728C7828A700048","8A3060E3C5F6A5BB","C38B86608574666A7BD40C09","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645639370,1645494649,1645674799,"2343",10,10,"Y","Y"
"0FAEF061AF136073E7AB42B6","4213D8C2C1A6815E","C38B86608574666A7BD40C09","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645638169,1645494649,1645674799,"2343",10,10,"Y","Y"
"943F6EA9EF15D4896B8685A9","29DB727373106F97","E33052A8338479A69F550F03","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645636968,1645494649,1645674799,"2343",10,10,"Y","Y"
"6E8A6CC1CA9767EBF8BF5F7D","BC3A29CB48549956","E33052A8338479A69F550F03","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645635767,1645494649,1645674799,"2343",10,10,"Y","Y"
"58F89EF344A4A600DC9618E1","DBD53EE11EA6A397","E33052A8338479A69F550F03","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645634566,1645494649,1645674799,"2343",10,10,"Y","Y"
"37B91AECAA820B5E64AF1DBE","87C6F41C1E47ED07","E33052A8338479A69F550F03","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645633365,1645494649,1645674799,"2343",10,10,"Y","Y"
"60B1FFC6E59208D1FF2B46D9","8FEB2707558B8A81","E33052A8338479A69F550F03","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645632164,1645494649,1645674799,"2343",10,10,"Y","Y"
"79B565985459E22864827F22","0991D051DED757CA","E33052A8338479A69F550F03","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645630963,1645494649,1645674799,"2343",10,10,"Y","Y"
"249693F63DFA5E1841523A4E","8470A6C670371DB6","E33052A8338479A69F550F03","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645629762,1645494649,1645674799,"2343",10,10,"Y","Y"
"E0FDB8444F4D9304FCFF2D16","993716F82170EFDF","E33052A8338479A69F550F03","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645628561,1645482639,1645674799,"2343",10,10,"Y","Y"
"BAF0CF76842062F64C489F88","66D7A236A051C3DA","E33052A8338479A69F550F03","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645627360,1645482639,1645674799,"2343",10,10,"Y","Y"
"8B1C41AF29329BF4032ADFAB","6C685C4255570E17","E33052A8338479A69F550F03","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645626159,1645482639,1645674799,"2343",10,10,"Y","Y"
"9779059042892963D6703AFA","82D9C974A1C96D8A","CD1D36811F0D8C4D29F60C84","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645624958,1645482639,1645674799,"2343",10,10,"Y","Y"
"C6A1C899BE087CFB49459837","51BFBE463BE66594","CD1D36811F0D8C4D29F60C84","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645623757,1645482639,1645674799,"2343",10,10,"Y","Y"
"A85BF3E8A4EB94E6477B0219","9D7D5998900DEA0F","CD1D36811F0D8C4D29F60C84","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645622556,1645482639,1645674799,"2343",10,10,"Y","Y"
"A590084D781642D2016C884B","A42C4047A2015396","CD1D36811F0D8C4D29F60C84","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645621355,1645482639,1645674799,"2343",10,10,"Y","Y"
"471DFF4A42ED9CBDA11556D5","CD9D071D4FE6041F","CD1D36811F0D8C4D29F60C84","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645620154,1645482639,1645674799,"2343",10,10,"Y","Y"
"05A737CF01EBBA5F7E7230C0","633DFAECCDA0B388","CD1D36811F0D8C4D29F60C84","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645618953,1645482639,1645674799,"2343",10,10,"Y","Y"
"A0AE24BCFBBF694C11406C47","EB70361D12F2E6BE","CD1D36811F0D8C4D29F60C84","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645617752,1645482639,1645674799,"2343",10,10,"Y","Y"
"EF35CCEC55DC6C316F5A7DE3","47EA9D3BA28C819E","CD1D36811F0D8C4D29F60C84","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645616551,1645482639,1645674799,"2343",10,10,"Y","Y"
"639261D8CAC002A705464D04","1DE2E37E297463D6","CD1D36811F0D8C4D29F60C84","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645615350,1645470629,1645674799,"2343",10,10,"Y","Y"
"F37E0CB2FCC1EAD1CCB58F42","DE599332590B39C7","CD1D36811F0D8C4D29F60C84","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645614149,1645470629,1645674799,"2343",10,10,"Y","Y"
"04C1109C923C866D87755EE5","D9468EB043736C08","FA28AB4ECF2C4B8558A897CC","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645612948,1645470629,1645674799,"2343",10,10,"Y","Y"
"4602D477267A80AA18A41CEA","5D71DDE2EB3E17A3","FA28AB4ECF2C4B8558A897CC","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645611747,1645470629,1645674799,"2343",10,10,"Y","Y"
"602CCF0A027938E5F17711E0","56C451730A36F339","FA28AB4ECF2C4B8558A897CC","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645610546,1645470629,1645674799,"2343",10,10,"Y","Y"
"E2B7B68281AE6AD36396A625","BE9A63BF8F4792D0","FA28AB4ECF2C4B8558A897CC","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645609345,1645470629,1645674799,"2343",10,10,"Y","Y"
"E707583FA608E7FF92D8B497","1E850281F2B9FD8A","FA28AB4ECF2C4B8558A897CC","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645606943,1645470629,1645674799,"2343",10,10,"Y","Y"
"A458ABDA0DF74A79C6E67C8A","9F0FC0967F18EC40","ABE401AA7F4535760963D858","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645569712,1645434599,1645674799,"2343",10,10,"Y","Y"
"0769CBB367A26DE5538D9FD5","54951C214790CDA4","ABE401AA7F4535760963D858","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645568511,1645434599,1645674799,"2343",10,10,"Y","Y"
"BCEE873D533AD933D2D615C4","1145B27BF71D13D9","ABE401AA7F4535760963D858","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645567310,1645434599,1645554699,"2343",10,10,"Y","Y"
"FAAE7F0369BEB5A211C7BEF5","ABAF14CB48C02921","E70D02AE408625D76DAB5E84","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645527677,1645398569,1645554699,"2343",10,10,"Y","Y"
"704404F82987D7EC20FE5128","E91BFFC74B8A3CF0","E70D02AE408625D76DAB5E84","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645526476,1645398569,1645554699,"2343",10,10,"Y","Y"
"122F7F738467624F015842CA","1128BE115CE2A28D","E70D02AE408625D76DAB5E84","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645525275,1645398569,1645554699,"2343",10,10,"Y","Y"
"756C57B73A8EE3D9FD5DF277","F687D4B486634185","E70D02AE408625D76DAB5E84","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645524074,1645398569,1645554699,"2343",10,10,"Y","Y"
"5DD55F561FCC484B12F975C2","0BA3F88E67374C34","E70D02AE408625D76DAB5E84","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645522873,1645386559,1645554699,"2343",10,10,"Y","Y"
"7B979606DD03639A864126E7","DBD893858DAF62B2","E70D02AE408625D76DAB5E84","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645521672,1645386559,1645554699,"2343",10,10,"Y","Y"
"8AEE6665560E145444CA7046","30CBFD56DDBFF2AA","E70D02AE408625D76DAB5E84","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645520471,1645386559,1645554699,"2343",10,10,"Y","Y"
"F896D91798190B2D3BF784A8","F47AF943C555EE18","E70D02AE408625D76DAB5E84","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645519270,1645386559,1645554699,"2343",10,10,"Y","Y"
"BF72420A50AF1E1B366B34BF","69EB0E8C3575A28D","E70D02AE408625D76DAB5E84","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645518069,1645386559,1645554699,"2343",10,10,"Y","Y"
"92C2C8D87E933C55C44E9C6A","F7C0A75263AE7294","43BF9155074B134478037FA8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645516868,1645386559,1645554699,"2343",10,10,"Y","Y"
"C3639417B15767B412DBDD68","37F388170E002557","43BF9155074B134478037FA8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645515667,1645386559,1645554699,"2343",10,10,"Y","Y"
"1E7756248481CB7FA191FD3A","13E1DA125E99A41D","43BF9155074B134478037FA8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645514466,1645386559,1645554699,"2343",10,10,"Y","Y"
"A4B1A0649951A6D538DB5D36","8658E8DA9B2F1ACA","43BF9155074B134478037FA8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645513265,1645386559,1645554699,"2343",10,10,"Y","Y"
"E97E8E1FBFBB0A84D2B479AE","0A1398CE624C4CC3","43BF9155074B134478037FA8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645512064,1645386559,1645554699,"2343",10,10,"Y","Y"
"398F81358859EE23E4449503","8EA5C6BAD89E7C38","43BF9155074B134478037FA8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645510863,1645386559,1645554699,"2343",10,10,"Y","Y"
"AB4586E2FB16601616C57B18","E7C774B7BB503BE4","43BF9155074B134478037FA8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645509662,1645374549,1645554699,"2343",10,10,"Y","Y"
"B5AFA84393DA2A6381C9483E","DB0EEB23D27C0AC7","43BF9155074B134478037FA8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645508461,1645374549,1645554699,"2343",10,10,"Y","Y"
"44964C8468429F8312059990","064C0D6751CCEB87","43BF9155074B134478037FA8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645507260,1645374549,1645554699,"2343",10,10,"Y","Y"
"208BEB5B385C95229323B602","440E5275470DF5A1","43BF9155074B134478037FA8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645506059,1645374549,1645554699,"2343",10,10,"Y","Y"
"34BE633D71AFFE12D2B90080","59F6D6622C5FD15E","5EDBCF0F11658BCE9EB7FB6B","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645504858,1645374549,1645554699,"2343",10,10,"Y","Y"
"8D71BE39B15F7B9416DABE54","1E3793E52BA2B984","5EDBCF0F11658BCE9EB7FB6B","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645503657,1645374549,1645554699,"2343",10,10,"Y","Y"
"051486540688A69B090FFA36","07751E93045708ED","5EDBCF0F11658BCE9EB7FB6B","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645502456,1645374549,1645554699,"2343",10,10,"Y","Y"
"9B66A5215383AB90D3EC0BDC","80223B0ABC4124FC","5EDBCF0F11658BCE9EB7FB6B","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645501255,1645374549,1645554699,"2343",10,10,"Y","Y"
"06BEE9A1497B66AF07FF0994","E9D63335C0904A13","5EDBCF0F11658BCE9EB7FB6B","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645500054,1645374549,1645554699,"2343",10,10,"Y","Y"
"E4B5779B4EC83F87E20CC50D","BFD4C6FAEE0F0596","5EDBCF0F11658BCE9EB7FB6B","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645498853,1645374549,1645554699,"2343",10,10,"Y","Y"
"E805D263168DD5D75837190D","94EE35956F1873F9","5EDBCF0F11658BCE9EB7FB6B","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645497652,1645374549,1645554699,"2343",10,10,"Y","Y"
"2061A85059CD64A0DD2DC8A8","2CDC82FFCF68D592","5EDBCF0F11658BCE9EB7FB6B","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645496451,1645362539,1645554699,"2343",10,10,"Y","Y"
"BCC56DFF013AB02E2EFD8D6F","B78162B381C0126C","E70D02AE408625D76DAB5E84","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645528878,1645398569,1645554699,"2343",10,10,"Y","Y"
"6EB07376F3BE2954E198E2B8","87C980259F55A746","D741F869C9B3EBC5674DF4AD","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645530079,1645398569,1645554699,"2343",10,10,"Y","Y"
"C9F95956982FAE458AFC228E","0ABD59EABF3F4042","D741F869C9B3EBC5674DF4AD","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645531280,1645398569,1645554699,"2343",10,10,"Y","Y"
"DBD7F3F3B4DF81104E303392","2B013C1AFCACB7F7","D741F869C9B3EBC5674DF4AD","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645532481,1645398569,1645554699,"2343",10,10,"Y","Y"
"BD61DB3A4E6AF05D41E673CC","5BFD4D6548160D69","ABE401AA7F4535760963D858","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645566109,1645434599,1645554699,"2343",10,10,"Y","Y"
"3E7F6E7667CC57D204E3D5F6","09815F813C7E1B34","F9F44E80B26FDB365F16ACEB","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645564908,1645434599,1645554699,"2343",10,10,"Y","Y"
"86F17AE92A4917147C5925C4","995E8DBE9022ECB7","F9F44E80B26FDB365F16ACEB","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645563707,1645434599,1645554699,"2343",10,10,"Y","Y"
"04D8155CCC268B4171F8DC35","F4953CE464E29021","F9F44E80B26FDB365F16ACEB","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645562506,1645422589,1645554699,"2343",10,10,"Y","Y"
"19CA0D4F54D3826193982D57","5293EF6F307BFB6E","F9F44E80B26FDB365F16ACEB","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645561305,1645422589,1645554699,"2343",10,10,"Y","Y"
"61F0EB8B6443FABFA7FB83D2","D11E783CD6A1910C","F9F44E80B26FDB365F16ACEB","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645560104,1645422589,1645554699,"2343",10,10,"Y","Y"
"FFD823D206D8E2D54112F85E","CAFAE9335551DA88","F9F44E80B26FDB365F16ACEB","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645558903,1645422589,1645554699,"2343",10,10,"Y","Y"
"67B92D46FDC36F113F42CD9B","C14256649CD90221","F9F44E80B26FDB365F16ACEB","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645557702,1645422589,1645554699,"2343",10,10,"Y","Y"
"B87851C2681735994BA02B69","392D21440C3E43F2","F9F44E80B26FDB365F16ACEB","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645556501,1645422589,1645554699,"2343",10,10,"Y","Y"
"156FF6F39BA636401DFC5277","5035138C4A5C21AD","F9F44E80B26FDB365F16ACEB","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645555300,1645422589,1645554699,"2343",10,10,"Y","Y"
"8FB56FA8F741D7E831CFCE05","3212A18E2CB56581","F9F44E80B26FDB365F16ACEB","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645554099,1645422589,1645554699,"2343",10,10,"Y","Y"
"34403C9296E3BBB83C2DCC94","9B69F4E3C02DA4BC","6E01A11A7F1773A86F9429C8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645552898,1645422589,1645554699,"2343",10,10,"Y","Y"
"89F39BA0CA509655D2D35E44","9C11329FC6AB3C00","6E01A11A7F1773A86F9429C8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645551697,1645422589,1645554699,"2343",10,10,"Y","Y"
"3E9A769322A10FB28E7E519D","A3347C78E63B9588","C38B86608574666A7BD40C09","0C0276E24DCD271C7019BB55","SKU0001","Fabrica Main","1","2","3",1645641772,1645494649,1645674799,"2343",10,10,"Y","Y"
"7A0195B32F0BE07D3B868CF7","67B0381C642B9F9D","6E01A11A7F1773A86F9429C8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645550496,1645422589,1645554699,"2343",10,10,"Y","Y"
"153E220DF5856175A64E52C1","BDE665A71D11CCDD","6E01A11A7F1773A86F9429C8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645548094,1645410579,1645554699,"2343",10,10,"Y","Y"
"1CA22CC13F43028B7443B2DE","A7F7BFE6E5B7F705","6E01A11A7F1773A86F9429C8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645546893,1645410579,1645554699,"2343",10,10,"Y","Y"
"2501A3221E5C38D85DC07A65","10828387054AD8AE","6E01A11A7F1773A86F9429C8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645545692,1645410579,1645554699,"2343",10,10,"Y","Y"
"6AD24A9E607A54BDA227A97C","B57FDDF0C3C6DCA5","6E01A11A7F1773A86F9429C8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645544491,1645410579,1645554699,"2343",10,10,"Y","Y"
"C7BD9D3A0BE144452EF3E816","502DA2ADBDD6F79B","6E01A11A7F1773A86F9429C8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645543290,1645410579,1645554699,"2343",10,10,"Y","Y"
"647C043214B2FA06DD18F9E3","27F99D69655276A7","6E01A11A7F1773A86F9429C8","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645542089,1645410579,1645554699,"2343",10,10,"Y","Y"
"0ECA3DB51BB8816D31F1F92C","A4CE18C9AD55CCE2","D741F869C9B3EBC5674DF4AD","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645540888,1645410579,1645554699,"2343",10,10,"Y","Y"
"E2C6A4DED5FD616B1DE5FB89","008D93F734CE0F0D","D741F869C9B3EBC5674DF4AD","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645539687,1645410579,1645554699,"2343",10,10,"Y","Y"
"044CBBA6A56F60CEFDA204A0","F24BA47805A5B5D3","D741F869C9B3EBC5674DF4AD","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645538486,1645410579,1645554699,"2343",10,10,"Y","Y"
"47D00402CC49206BDB866D3E","2CDF1C367D163A0D","D741F869C9B3EBC5674DF4AD","9CE4C4AB060F5911E2B602EE","SKU0001","Fabrica Main","1","2","3",1645537285,1645410579,1645554699,"2343",10,10,"Y","Y"
