,prod_lote,quant_lote,data_prod,target_data_prod,produto_prod_type,prodvol_target,codigo_prod_rfid,codigo_prod_qr,list_flag_prod
26,LOTE0050,700,01-07-2022 15:35:00,700,MAXICAM 2,700,1351C7D0D5A4F4918DFAF7F2,B631B50AB352D826MAXICAM2,Y
27,LOTE0050,700,01-07-2022 15:35:01,700,MAXICAM 2,700,23F3FDBFCAF152DB7976C385,A8E2E2296F7D9FA6MAXICAM2,Y
28,LOTE0050,700,01-07-2022 15:35:04,700,MAXICAM 2,700,230ECFE25197891AE24B6D8B,6C5F65974B307661MAXICAM2,Y
29,LOTE0050,700,01-07-2022 15:35:05,700,MAXICAM 2,700,F4F4334483CAC069DE44163F,57FC13E3CB1AB1ECMAXICAM2,Y
30,LOTE0050,700,01-07-2022 15:35:07,700,MAXICAM 2,700,8D87243109D9C59EB551877D,A5AA9735594EEF70MAXICAM2,Y
31,LOTE0050,700,01-07-2022 15:35:10,700,MAXICAM 2,700,AC683684A39C6045399C2553,8D3B0963072F2FFBMAXICAM2,Y
32,LOTE0050,700,01-07-2022 15:35:12,700,MAXICAM 2,700,49AEB9B80F594BBE91E5B2CE,447A7A5C7C4FC788MAXICAM2,Y
33,LOTE0050,700,01-07-2022 15:35:15,700,MAXICAM 2,700,4012015ECF3DDAC8FDFAF90A,8D165475654BF449MAXICAM2,Y
34,LOTE0050,700,01-07-2022 15:35:18,700,MAXICAM 2,700,E49DB6EB603A7F78C1DD8557,8DA816CF28AC0C5FMAXICAM2,Y
35,LOTE0050,700,01-07-2022 15:35:19,700,MAXICAM 2,700,C0CFAB7A84050F08EFB6BAC3,10B8E4AEEA10D4D7MAXICAM2,Y
36,LOTE0050,700,01-07-2022 15:35:21,700,MAXICAM 2,700,AFC920BC9B4017D6B8E983C2,C3458BD2E7869DA4MAXICAM2,Y
37,LOTE0050,700,01-07-2022 15:35:24,700,MAXICAM 2,700,384DA3E2B3C8561238B0B1B9,AA554C3BF2A79C54MAXICAM2,Y
38,LOTE0050,700,01-07-2022 15:35:27,700,MAXICAM 2,700,64A0E6F1C94F4E19AD5A7B30,BB186302A81A89FFMAXICAM2,Y
39,LOTE0050,700,01-07-2022 15:35:29,700,MAXICAM 2,700,0FC4984856D828B40773CDF9,53C0EF4F22ED7969MAXICAM2,Y
40,LOTE0050,700,01-07-2022 15:35:30,700,MAXICAM 2,700,9415F2C7B38356EE8201E40B,662E9508355EC6FDMAXICAM2,Y
41,LOTE0050,700,01-07-2022 15:35:33,700,MAXICAM 2,700,633EBDD57C6D77A291D52FFD,9D0C181DDE552D0AMAXICAM2,Y
42,LOTE0050,700,01-07-2022 15:35:34,700,MAXICAM 2,700,A0BECE4AE2CF7B366446A27F,22154ABDBF30EC9AMAXICAM2,Y
43,LOTE0050,700,01-07-2022 15:35:37,700,MAXICAM 2,700,6B5956482C22DE8706663F84,93FB2D58E9009672MAXICAM2,Y
44,LOTE0050,700,01-07-2022 15:35:40,700,MAXICAM 2,700,2626ECB9D5DF4584B89C6A59,B92D6FF6CAD78820MAXICAM2,Y
45,LOTE0050,700,01-07-2022 15:35:42,700,MAXICAM 2,700,FF43792C950A26BEF6E42CCD,B51ED22A257F7D97MAXICAM2,Y
46,LOTE0050,700,01-07-2022 15:35:43,700,MAXICAM 2,700,B356D7D388E453D6499EEEA0,CF8B5EF0E4CD65FEMAXICAM2,Y
47,LOTE0050,700,01-07-2022 15:35:44,700,MAXICAM 2,700,279166E961505D0ED61DB568,8498B04D0568F502MAXICAM2,Y
48,LOTE0050,700,01-07-2022 15:35:46,700,MAXICAM 2,700,F439839E18343C573604B4FA,9FDF66F7F88D2254MAXICAM2,Y
49,LOTE0050,700,01-07-2022 15:35:48,700,MAXICAM 2,700,A0E4611101B0DB8F8CB111FD,E1A8AB329FF1F48DMAXICAM2,Y
50,LOTE0050,700,01-07-2022 15:35:51,700,MAXICAM 2,700,BDE8FBFDF5D8A85E71CF3274,60375E71409339AEMAXICAM2,N
51,LOTE0050,700,01-07-2022 15:35:52,700,MAXICAM 2,700,BD18E71B7B210017B6F85CB9,231DD9DA5963D063MAXICAM2,Y
52,LOTE0050,700,01-07-2022 15:35:53,700,MAXICAM 2,700,1A96EF4584E79F1BBC5C2447,A9EEBF853989C1EAMAXICAM2,Y
53,LOTE0050,700,01-07-2022 15:35:56,700,MAXICAM 2,700,4E6BA0AD535C339B4553A25B,FB17057BBF3CDFBEMAXICAM2,Y
54,LOTE0050,700,01-07-2022 15:35:58,700,MAXICAM 2,700,878B463F518908E05A18F9B6,C310ACA31DDFD76CMAXICAM2,Y
55,LOTE0050,700,01-07-2022 15:36:00,700,MAXICAM 2,700,76E8BBA39F44FA6A69A7BB58,534F0EC92B6B8D3CMAXICAM2,Y
56,LOTE0050,700,01-07-2022 15:36:02,700,MAXICAM 2,700,015411C4271A14CB9A301EFE,F2ADCF26F60B33DFMAXICAM2,Y
57,LOTE0050,700,01-07-2022 15:36:05,700,MAXICAM 2,700,9166F1B47B7B099958DB180D,20278FDC9C0C23A4MAXICAM2,Y
58,LOTE0050,700,01-07-2022 15:36:07,700,MAXICAM 2,700,BBE56C0F1422057071212140,59083E57A098D6FEMAXICAM2,Y
59,LOTE0050,700,01-07-2022 15:36:10,700,MAXICAM 2,700,142AC230351E63A60CF9DAD5,629A9A328A15B47FMAXICAM2,Y
60,LOTE0050,700,01-07-2022 15:36:11,700,MAXICAM 2,700,AD60F7E0E358D0EFDAE226E0,CC018880454D98F7MAXICAM2,Y
61,LOTE0050,700,01-07-2022 15:36:12,700,MAXICAM 2,700,14055CD0BC65CB63CBD2D239,045626DA5A68BD87MAXICAM2,Y
62,LOTE0050,700,01-07-2022 15:36:14,700,MAXICAM 2,700,E0F66F715552011DCA548363,6A5C7E33B3537C0CMAXICAM2,Y
63,LOTE0050,700,01-07-2022 15:36:16,700,MAXICAM 2,700,22BA965B857D5B698BEF4D0D,68CA5CC14AA478D9MAXICAM2,Y
64,LOTE0050,700,01-07-2022 15:36:18,700,MAXICAM 2,700,88FCFDC859F152545D5C793E,7A0237C78F3AEBBAMAXICAM2,Y
65,LOTE0050,700,01-07-2022 15:36:21,700,MAXICAM 2,700,171BFFF411DA27B310ECC06E,2B9FCD1142EC714CMAXICAM2,Y
66,LOTE0050,700,01-07-2022 15:36:22,700,MAXICAM 2,700,A6DC684EEF69735DED70439A,ED5AD8A39156DE9FMAXICAM2,Y
67,LOTE0050,700,01-07-2022 15:36:24,700,MAXICAM 2,700,FFC27270C35A0B87C487D5FD,C6F57C196D1C54E9MAXICAM2,Y
68,LOTE0050,700,01-07-2022 15:36:26,700,MAXICAM 2,700,2AF9CEA3E7D53C1B3FDA7A4D,1E549229A6571A4CMAXICAM2,Y
69,LOTE0050,700,01-07-2022 15:36:29,700,MAXICAM 2,700,BFA51EFDBFF358EEC3155979,AED395B3A58D016DMAXICAM2,Y
70,LOTE0050,700,01-07-2022 15:36:32,700,MAXICAM 2,700,D341E00EA4E6ED5B07508332,3CF0C8F8DD03C0E7MAXICAM2,Y
71,LOTE0050,700,01-07-2022 15:36:33,700,MAXICAM 2,700,2F51BEB6149E7BFEFD36A1C3,89850B8B9DAD1F5FMAXICAM2,Y
72,LOTE0050,700,01-07-2022 15:36:34,700,MAXICAM 2,700,32C79899F90EB4089AC68DEE,7CBD0C3A1D32B9A9MAXICAM2,Y
73,LOTE0050,700,01-07-2022 15:36:36,700,MAXICAM 2,700,56C4698F47A54572CBE1522D,30B2A4A61DECB12BMAXICAM2,Y
74,LOTE0050,700,01-07-2022 15:36:38,700,MAXICAM 2,700,D4CE7FFFB073E06A8F5822FB,3B64BBD72BB1CC07MAXICAM2,Y
75,LOTE0050,700,01-07-2022 15:36:41,700,MAXICAM 2,700,98630AC35DE503870CE971E4,F17191525DC33F95MAXICAM2,Y
76,LOTE0050,700,01-07-2022 15:36:43,700,MAXICAM 2,700,E798C1D3DDC24FE184F89D0B,82A3A7981687DDCBMAXICAM2,Y
77,LOTE0050,700,01-07-2022 15:36:45,700,MAXICAM 2,700,FE0A0B08EA07146B33150779,9B8511ED228B31EBMAXICAM2,Y
78,LOTE0050,700,01-07-2022 15:36:48,700,MAXICAM 2,700,2C8984B40ADE7612AD4C017C,B7E2AB7E20BA2FC3MAXICAM2,Y
79,LOTE0050,700,01-07-2022 15:36:50,700,MAXICAM 2,700,348BCC3DD1B263D1E8B6245C,F2D6C17D6572FD15MAXICAM2,Y
80,LOTE0050,700,01-07-2022 15:36:53,700,MAXICAM 2,700,8D3B0DFA2D5E31A94C304A08,BD3919EEB03B5DA2MAXICAM2,Y
81,LOTE0050,700,01-07-2022 15:36:55,700,MAXICAM 2,700,019C04AC9DAAD36494AFE1EA,B7F1F1BA4E71E72BMAXICAM2,Y
82,LOTE0050,700,01-07-2022 15:36:57,700,MAXICAM 2,700,00CB26B40606470E28207320,25C9939880EB2908MAXICAM2,Y
83,LOTE0050,700,01-07-2022 15:37:00,700,MAXICAM 2,700,12884F31044D20A945070A99,16AE212FCF5BEF8BMAXICAM2,Y
84,LOTE0050,700,01-07-2022 15:37:03,700,MAXICAM 2,700,DC23D24E0D9522566DD53521,2B8190D85B2CA84FMAXICAM2,Y
85,LOTE0050,700,01-07-2022 15:37:06,700,MAXICAM 2,700,5F0A0C01EA277F2251E77A9C,32ABC05EA8BFF5E4MAXICAM2,Y
86,LOTE0050,700,01-07-2022 15:37:07,700,MAXICAM 2,700,11522BF41B462A1AFB66071D,4636CB27557045DDMAXICAM2,Y
87,LOTE0050,700,01-07-2022 15:37:09,700,MAXICAM 2,700,A3D94C713DCEF0E6A9141AE0,37717E0989980FC9MAXICAM2,Y
88,LOTE0050,700,01-07-2022 15:37:10,700,MAXICAM 2,700,E46CE518DF7B29A38241CAB2,9EA738108DE6196BMAXICAM2,Y
89,LOTE0050,700,01-07-2022 15:37:11,700,MAXICAM 2,700,15DF85F318FAEBCF0C2300D9,07E3D23BF3D21A94MAXICAM2,Y
90,LOTE0050,700,01-07-2022 15:37:12,700,MAXICAM 2,700,42179411AD3B3F9561600A0A,531CDDC22B2F4B3EMAXICAM2,Y
91,LOTE0050,700,01-07-2022 15:37:13,700,MAXICAM 2,700,56EFBCD038AA04C587995289,46D9FA2C2D1055B5MAXICAM2,Y
92,LOTE0050,700,01-07-2022 15:37:16,700,MAXICAM 2,700,F704522C6671D26E9E6FF206,3CC78D2D61C4CD11MAXICAM2,Y
93,LOTE0050,700,01-07-2022 15:37:18,700,MAXICAM 2,700,A63C71271A24E5FCA0FF6B07,E2123CDC24D14842MAXICAM2,Y
94,LOTE0050,700,01-07-2022 15:37:19,700,MAXICAM 2,700,1198C772603D1CAA64E4638D,9861775EABCA0319MAXICAM2,Y
95,LOTE0050,700,01-07-2022 15:37:22,700,MAXICAM 2,700,7D5FF4C5D0B0E311DA9A222E,74CD4672DA8F1C7FMAXICAM2,Y
96,LOTE0050,700,01-07-2022 15:37:24,700,MAXICAM 2,700,BD75C43080C4EB7D64D6962B,CAADD57DDF08A59EMAXICAM2,Y
97,LOTE0050,700,01-07-2022 15:37:27,700,MAXICAM 2,700,8F3665D1F586505E9EB5161F,B5D3FCA9F4522DCDMAXICAM2,Y
98,LOTE0050,700,01-07-2022 15:37:28,700,MAXICAM 2,700,958D72D5808B12F6975B5002,4279A43C666FA157MAXICAM2,Y
99,LOTE0050,700,01-07-2022 15:37:30,700,MAXICAM 2,700,662F66824BADE80E97300E5F,0105AB2F41D84289MAXICAM2,Y
100,LOTE0050,700,01-07-2022 15:37:33,700,MAXICAM 2,700,BB4A7A278A8A088F3E822E1B,A7080F8ADE2F7E3BMAXICAM2,N
101,LOTE0050,700,01-07-2022 15:37:34,700,MAXICAM 2,700,B829D4F2C3D3011DF7742AC0,980C4A2956C87048MAXICAM2,Y
102,LOTE0050,700,01-07-2022 15:37:35,700,MAXICAM 2,700,AECAC0D163C2239950808872,6CFD4380322B5F9CMAXICAM2,Y
103,LOTE0050,700,01-07-2022 15:37:38,700,MAXICAM 2,700,CE74D5602F2884411C1B826D,B7CE78F118A1CDCFMAXICAM2,Y
104,LOTE0050,700,01-07-2022 15:37:41,700,MAXICAM 2,700,28CCA8A92AF3E6EF17458FD5,C6F30FCC98E62CFAMAXICAM2,Y
105,LOTE0050,700,01-07-2022 15:37:43,700,MAXICAM 2,700,DFE653B3CF65EF136FDDDFE9,A3CAB17336C66564MAXICAM2,Y
106,LOTE0050,700,01-07-2022 15:37:46,700,MAXICAM 2,700,0476DC983FA203DB28E609A6,B5D364CB6FEA41C3MAXICAM2,Y
107,LOTE0050,700,01-07-2022 15:37:49,700,MAXICAM 2,700,684A9FFDB92364CCC61AC2BC,7933FC45B692E3D4MAXICAM2,Y
108,LOTE0050,700,01-07-2022 15:37:52,700,MAXICAM 2,700,C974521025331533EB70A9D9,A044BEB7CEAD3F55MAXICAM2,Y
109,LOTE0050,700,01-07-2022 15:37:53,700,MAXICAM 2,700,A1214261D32D6C381A99817B,65A50DBDB19B06FAMAXICAM2,Y
110,LOTE0050,700,01-07-2022 15:37:54,700,MAXICAM 2,700,446CEA054A564AD218119514,1D4C298A2F5C3261MAXICAM2,Y
111,LOTE0050,700,01-07-2022 15:37:57,700,MAXICAM 2,700,1F9DBEF1138019B1CE49D369,839DF14207039892MAXICAM2,Y
112,LOTE0050,700,01-07-2022 15:38:00,700,MAXICAM 2,700,66AB2B8ADDB8B67A598A3990,8CB113BCA07548C3MAXICAM2,Y
113,LOTE0050,700,01-07-2022 15:38:02,700,MAXICAM 2,700,96B3D1E25FC3416C82815E46,79ACEBAEC54FE907MAXICAM2,Y
114,LOTE0050,700,01-07-2022 15:38:05,700,MAXICAM 2,700,FB60863F6296BABAAA0D28A0,23328B0888E8F6D3MAXICAM2,Y
115,LOTE0050,700,01-07-2022 15:38:06,700,MAXICAM 2,700,6E97B18F3AE4D12CFFD236CD,FEFEDC21889492DEMAXICAM2,Y
116,LOTE0050,700,01-07-2022 15:38:09,700,MAXICAM 2,700,55FA0BD119783C419354B080,63CC7428F535C83EMAXICAM2,Y
117,LOTE0050,700,01-07-2022 15:38:11,700,MAXICAM 2,700,7F101400DA404907CFD61692,D15AADC2DC8144CBMAXICAM2,Y
118,LOTE0050,700,01-07-2022 15:38:13,700,MAXICAM 2,700,83C5B710F267AE093A886E37,837B3467818D9D06MAXICAM2,Y
119,LOTE0050,700,01-07-2022 15:38:14,700,MAXICAM 2,700,A32BAAB98C6145D33050400F,A853241545BC5101MAXICAM2,Y
120,LOTE0050,700,01-07-2022 15:38:17,700,MAXICAM 2,700,80DCA7400F61768E5D608A9A,9055343CD4BD064FMAXICAM2,Y
121,LOTE0050,700,01-07-2022 15:38:19,700,MAXICAM 2,700,ACE90627BE5BBBFF0986C38A,4CCAEFC7D0B3CAF5MAXICAM2,Y
122,LOTE0050,700,01-07-2022 15:38:22,700,MAXICAM 2,700,31BFF697EB6AE1F216F6449E,9A6CDEAD86AF1C55MAXICAM2,Y
123,LOTE0050,700,01-07-2022 15:38:23,700,MAXICAM 2,700,E4F93A5C1995B3EC09575A5E,E884DA27D9DC698FMAXICAM2,Y
124,LOTE0050,700,01-07-2022 15:38:24,700,MAXICAM 2,700,112ABCF39642CF10670C68E0,138AC063989A7518MAXICAM2,Y
125,LOTE0050,700,01-07-2022 15:38:26,700,MAXICAM 2,700,14E505158C4A7BDE7466DBE6,A89CE7454AF8DC2DMAXICAM2,Y
126,LOTE0050,700,01-07-2022 15:38:28,700,MAXICAM 2,700,0056F47B0ACD8057694F1383,1690761BEC71A016MAXICAM2,Y
127,LOTE0050,700,01-07-2022 15:38:30,700,MAXICAM 2,700,20E062A8362EBCFBCB23A84A,DE4E83B998CA829CMAXICAM2,Y
128,LOTE0050,700,01-07-2022 15:38:31,700,MAXICAM 2,700,BD2BECD5E0175F46AB8CF16B,44350C75C8DEE5B3MAXICAM2,Y
129,LOTE0050,700,01-07-2022 15:38:33,700,MAXICAM 2,700,90AAC4FF3A19AFC5BEA49C87,14C0EE177DE54041MAXICAM2,Y
130,LOTE0050,700,01-07-2022 15:38:35,700,MAXICAM 2,700,03A2A1692CFB064D807E0D68,C8D8558A2E7D0517MAXICAM2,Y
131,LOTE0050,700,01-07-2022 15:38:36,700,MAXICAM 2,700,0093A2FFF6C8CB39E04AEC65,5018EC4E5DD3B800MAXICAM2,Y
132,LOTE0050,700,01-07-2022 15:38:37,700,MAXICAM 2,700,AA2081242EBE6C19D0F73E9B,431E2C6514BD5FE9MAXICAM2,Y
133,LOTE0050,700,01-07-2022 15:38:39,700,MAXICAM 2,700,21F81A6ED62A64B1AAE6A671,CBA1045B9F68548DMAXICAM2,Y
134,LOTE0050,700,01-07-2022 15:38:42,700,MAXICAM 2,700,4E8439F09B0F8B0AEAA10E6C,77B78C7C5F57C1E6MAXICAM2,Y
135,LOTE0050,700,01-07-2022 15:38:45,700,MAXICAM 2,700,F2FA6AAFCDE6A092185F764D,182CF97F3FB18237MAXICAM2,Y
136,LOTE0050,700,01-07-2022 15:38:48,700,MAXICAM 2,700,50F767EA3BDE01ED6F0C29B0,583363188574D9A8MAXICAM2,Y
137,LOTE0050,700,01-07-2022 15:38:50,700,MAXICAM 2,700,E5F1A077DF0D9487E7FF51CB,034CFF2F0C0D73E9MAXICAM2,Y
138,LOTE0050,700,01-07-2022 15:38:53,700,MAXICAM 2,700,7C3A71C4994015D01A7F3AEA,AC066CAB22BE828DMAXICAM2,Y
139,LOTE0050,700,01-07-2022 15:38:54,700,MAXICAM 2,700,54DA5489AEB16A9C1C929174,4E51C62936967540MAXICAM2,Y
140,LOTE0050,700,01-07-2022 15:38:56,700,MAXICAM 2,700,35220D41A2BBCCD875B35A16,98A68B40187EDA72MAXICAM2,Y
141,LOTE0050,700,01-07-2022 15:38:58,700,MAXICAM 2,700,47A28AD13472E2267B99F9CB,1CBD6881BFA9BC0CMAXICAM2,Y
142,LOTE0050,700,01-07-2022 15:39:01,700,MAXICAM 2,700,418B495A51C79CE82726894E,E37CB5FCF0F512BFMAXICAM2,Y
143,LOTE0050,700,01-07-2022 15:39:03,700,MAXICAM 2,700,9C225F952240C9CB2D6502FF,044A623291BBED76MAXICAM2,Y
144,LOTE0050,700,01-07-2022 15:39:06,700,MAXICAM 2,700,A7B865E5DEED86B17C7CEB5D,808CB56DA09503CBMAXICAM2,Y
145,LOTE0050,700,01-07-2022 15:39:09,700,MAXICAM 2,700,43058B8BFBA9CCE366584073,23C07E68CDF7C7CAMAXICAM2,Y
146,LOTE0050,700,01-07-2022 15:39:12,700,MAXICAM 2,700,7D71F8D64C9ED9B93A8B3318,2A795B9D317D64D4MAXICAM2,Y
147,LOTE0050,700,01-07-2022 15:39:14,700,MAXICAM 2,700,BCD0AC43AC164989BA176428,49368C54E3A67C33MAXICAM2,Y
148,LOTE0050,700,01-07-2022 15:39:16,700,MAXICAM 2,700,5E8B5BD6E2A8E9D0C7EC3CA3,44A8A81A13903D2CMAXICAM2,Y
149,LOTE0050,700,01-07-2022 15:39:18,700,MAXICAM 2,700,8AC9B288B92CDBF8138D6B74,F5B110A58896CA92MAXICAM2,Y
150,LOTE0050,700,01-07-2022 15:39:20,700,MAXICAM 2,700,2F6D07F2D77BCD87D562AEE1,7A2378866C8C435EMAXICAM2,N
151,LOTE0050,700,01-07-2022 15:39:23,700,MAXICAM 2,700,B4B4BB72DA7F1B73A1D032C8,BC0A73052247413DMAXICAM2,Y
152,LOTE0050,700,01-07-2022 15:39:24,700,MAXICAM 2,700,7F561ABEE039B6CE3FB29F0A,EE22F66877FD0617MAXICAM2,Y
153,LOTE0050,700,01-07-2022 15:39:27,700,MAXICAM 2,700,AD2116DD550AC54B6728945A,4336D31CE379E58BMAXICAM2,Y
154,LOTE0050,700,01-07-2022 15:39:29,700,MAXICAM 2,700,F764D574FBC967B63785CF6D,09DEDF76688F92EAMAXICAM2,Y
155,LOTE0050,700,01-07-2022 15:39:30,700,MAXICAM 2,700,35A575BD0C4C5C813BB6753C,C3B6D81C353CCA23MAXICAM2,Y
156,LOTE0050,700,01-07-2022 15:39:31,700,MAXICAM 2,700,01E226255F4EA994CA574288,A1C4DBD844986443MAXICAM2,Y
157,LOTE0050,700,01-07-2022 15:39:34,700,MAXICAM 2,700,37FE8C72167FF7F31F95C3BF,1084D392C00D1A35MAXICAM2,Y
158,LOTE0050,700,01-07-2022 15:39:35,700,MAXICAM 2,700,C17C7605798FD7C3DD756D03,3CD7217EB9A3E610MAXICAM2,Y
159,LOTE0050,700,01-07-2022 15:39:38,700,MAXICAM 2,700,133302E717D9C1636DB0619B,876A8B0F29C532A8MAXICAM2,Y
160,LOTE0050,700,01-07-2022 15:39:40,700,MAXICAM 2,700,DE392D3866FEFAB26180FD31,A9C45D5502D51F8BMAXICAM2,Y
161,LOTE0050,700,01-07-2022 15:39:41,700,MAXICAM 2,700,A596579F6842B9CE83176725,7FA5222C942AF07BMAXICAM2,Y
162,LOTE0050,700,01-07-2022 15:39:42,700,MAXICAM 2,700,EDB20BF8F32FD59AE3D32F5D,D8C5308F5560BAA5MAXICAM2,Y
163,LOTE0050,700,01-07-2022 15:39:43,700,MAXICAM 2,700,C8EB4256CAD04EB3D63D7A5B,2D67C1561B5AACE8MAXICAM2,Y
164,LOTE0050,700,01-07-2022 15:39:45,700,MAXICAM 2,700,03B684741F7D00B0D3CC0E1B,71C3408602D12D3AMAXICAM2,Y
165,LOTE0050,700,01-07-2022 15:39:47,700,MAXICAM 2,700,138E21ED2D66493AE53A81F1,992875A56FBF0CA1MAXICAM2,Y
166,LOTE0050,700,01-07-2022 15:39:50,700,MAXICAM 2,700,D0D21B25B52BB1A5E0685F7D,1AF3709E5063B9ADMAXICAM2,Y
167,LOTE0050,700,01-07-2022 15:39:51,700,MAXICAM 2,700,918EA2799785EFD4167DD2C2,71BB8D3A9B221A76MAXICAM2,Y
168,LOTE0050,700,01-07-2022 15:39:52,700,MAXICAM 2,700,185EEDDDAD29AA5E1F701F28,70C2691DC77E868AMAXICAM2,Y
169,LOTE0050,700,01-07-2022 15:39:54,700,MAXICAM 2,700,95FC4A154C6312DFECA9345A,FAE5EC51561CAF0CMAXICAM2,Y
170,LOTE0050,700,01-07-2022 15:39:57,700,MAXICAM 2,700,3AC70220DF0B87441600B590,A4BF9C66FE819503MAXICAM2,Y
171,LOTE0050,700,01-07-2022 15:40:00,700,MAXICAM 2,700,B3E102E9B07CEBCEA1D6B92B,6D6072DDE92DB81BMAXICAM2,Y
172,LOTE0050,700,01-07-2022 15:40:02,700,MAXICAM 2,700,A84975BF43DF139889C1A202,8D3118F2BD8B6056MAXICAM2,Y
173,LOTE0050,700,01-07-2022 15:40:05,700,MAXICAM 2,700,B714769256D2B7B8F8DCA498,DD32FA561DE57910MAXICAM2,Y
174,LOTE0050,700,01-07-2022 15:40:07,700,MAXICAM 2,700,9CE87CF17CD7F94DD695A670,44476CE02BD726EEMAXICAM2,Y
175,LOTE0050,700,01-07-2022 15:40:10,700,MAXICAM 2,700,13C4036876FE4FDB8B200A2A,655413C69E584E59MAXICAM2,Y
176,LOTE0050,700,01-07-2022 15:40:12,700,MAXICAM 2,700,CC841CEECD0F8AC9E3142D39,007A72F86539D5D0MAXICAM2,Y
177,LOTE0050,700,01-07-2022 15:40:13,700,MAXICAM 2,700,7458BB4219A1769967D56BAF,95FFDF0816908F7DMAXICAM2,Y
178,LOTE0050,700,01-07-2022 15:40:16,700,MAXICAM 2,700,07498F5FECC3EAF3BAB0BDC0,27AB58A45327BC30MAXICAM2,Y
